respondent_id,age_group,region,gender,income_band,likelihood_ev_next_vehicle
505,65+,Northern Ireland,Female,£20k-£40k,Very unlikely
506,35-44,South West,Male,£80k+,Neutral
507,55-64,Wales,Female,£80k+,Very likely
508,18-24,Wales,Male,Under £20k,Neutral
509,65+,North West,Male,£20k-£40k,Very likely
510,55-64,East Midlands,Male,£80k+,Somewhat unlikely
511,55-64,East Midlands,Female,Under £20k,Very likely
512,55-64,West Midlands,Male,£80k+,Very unlikely
513,55-64,North East,Male,£60k-£80k,Very unlikely
514,25-34,South East,Female,£80k+,Very likely
515,25-34,Scotland,Female,£40k-£60k,Somewhat likely
516,45-54,South East,Male,£60k-£80k,Neutral
517,25-34,Northern Ireland,Male,Under £20k,Neutral
518,65+,London,Male,£60k-£80k,Somewhat unlikely
519,45-54,London,Female,£20k-£40k,Very likely
520,45-54,Wales,Female,£80k+,Very unlikely
521,18-24,East of England,Female,£20k-£40k,Somewhat likely
522,65+,Scotland,Male,Under £20k,Very unlikely
523,65+,North East,Female,£80k+,Very unlikely
524,25-34,Yorkshire,Male,£20k-£40k,Neutral
525,65+,West Midlands,Female,£40k-£60k,Neutral
526,25-34,Scotland,Female,£60k-£80k,Neutral
527,55-64,Yorkshire,Male,£20k-£40k,Very unlikely
528,65+,Northern Ireland,Male,£40k-£60k,Somewhat likely
529,45-54,North West,Female,£40k-£60k,Somewhat unlikely
530,55-64,Scotland,Male,£40k-£60k,Very likely
531,35-44,East Midlands,Female,£40k-£60k,Neutral
532,45-54,West Midlands,Male,£80k+,Somewhat unlikely
533,18-24,Scotland,Male,£20k-£40k,Somewhat unlikely
534,18-24,North East,Male,£20k-£40k,Somewhat unlikely
535,35-44,Yorkshire,Male,Under £20k,Very unlikely
536,45-54,Yorkshire,Female,Under £20k,Somewhat likely
537,25-34,West Midlands,Male,£80k+,Neutral
538,18-24,London,Male,£80k+,Very likely
539,55-64,Yorkshire,Female,Under £20k,Neutral
540,45-54,South East,Female,£80k+,Very unlikely
541,25-34,Scotland,Female,£60k-£80k,Very likely
542,35-44,North East,Male,£20k-£40k,Very likely
543,45-54,North East,Male,£60k-£80k,Very unlikely
544,35-44,North East,Female,£60k-£80k,Neutral
545,25-34,East Midlands,Male,£40k-£60k,Very likely
546,45-54,Yorkshire,Female,£60k-£80k,Very unlikely
547,35-44,East Midlands,Male,£80k+,Very likely
548,35-44,Scotland,Female,£20k-£40k,Neutral
549,25-34,West Midlands,Other,£40k-£60k,Somewhat unlikely
550,65+,East Midlands,Other,£20k-£40k,Somewhat unlikely
551,35-44,West Midlands,Male,£80k+,Somewhat likely
552,55-64,South West,Female,£80k+,Very likely
553,65+,East Midlands,Female,£20k-£40k,Somewhat unlikely
554,35-44,Northern Ireland,Male,£60k-£80k,Somewhat unlikely
555,25-34,Wales,Male,£40k-£60k,Neutral
556,65+,West Midlands,Female,Under £20k,Somewhat unlikely
557,55-64,East Midlands,Female,£80k+,Somewhat unlikely
558,65+,West Midlands,Female,£40k-£60k,Very unlikely
559,55-64,Scotland,Female,Under £20k,Somewhat likely
560,25-34,Wales,Female,£20k-£40k,Neutral
561,18-24,Scotland,Other,£60k-£80k,Very unlikely
562,35-44,West Midlands,Male,Under £20k,Somewhat likely
563,55-64,Northern Ireland,Female,£80k+,Very unlikely
564,25-34,East Midlands,Male,£60k-£80k,Somewhat unlikely
565,55-64,Northern Ireland,Female,£40k-£60k,Very unlikely
566,45-54,South East,Male,Under £20k,Very likely
567,65+,South West,Male,£40k-£60k,Somewhat unlikely
568,25-34,East of England,Female,£60k-£80k,Very likely
569,65+,Northern Ireland,Male,Under £20k,Somewhat unlikely
570,65+,South East,Male,£40k-£60k,Very unlikely
571,65+,South West,Female,£20k-£40k,Somewhat unlikely
572,55-64,South West,Male,£60k-£80k,Very unlikely
573,25-34,West Midlands,Female,£20k-£40k,Neutral
574,45-54,West Midlands,Male,£80k+,Very unlikely
575,45-54,Scotland,Male,Under £20k,Somewhat unlikely
576,25-34,North East,Female,Under £20k,Neutral
577,55-64,South West,Male,£20k-£40k,Somewhat unlikely
578,35-44,Wales,Female,£80k+,Very unlikely
579,35-44,Scotland,Male,£60k-£80k,Neutral
580,35-44,Yorkshire,Female,£80k+,Somewhat likely
581,65+,Northern Ireland,Female,£80k+,Very unlikely
582,65+,South West,Male,£20k-£40k,Somewhat unlikely
583,25-34,Yorkshire,Female,£80k+,Somewhat likely
584,55-64,South West,Female,£60k-£80k,Somewhat likely
585,65+,East of England,Female,£20k-£40k,Very unlikely
586,45-54,North East,Male,£40k-£60k,Very unlikely
587,55-64,London,Female,Under £20k,Somewhat unlikely
588,25-34,West Midlands,Other,£80k+,Neutral
589,45-54,Wales,Female,£60k-£80k,Neutral
590,18-24,Scotland,Male,£20k-£40k,Somewhat likely
591,35-44,North West,Female,£20k-£40k,Somewhat unlikely
592,55-64,Northern Ireland,Female,£60k-£80k,Somewhat unlikely
593,18-24,Scotland,Male,£80k+,Very unlikely
594,35-44,East of England,Female,Under £20k,Somewhat unlikely
595,45-54,East of England,Male,£60k-£80k,Very likely
596,65+,North West,Male,Under £20k,Somewhat unlikely
597,35-44,South East,Male,Under £20k,Somewhat unlikely
598,25-34,North West,Female,£80k+,Somewhat unlikely
599,65+,Scotland,Female,£20k-£40k,Very unlikely
600,25-34,North West,Female,£80k+,Somewhat likely
601,35-44,Scotland,Female,£40k-£60k,Very unlikely
602,35-44,North East,Female,£80k+,Very unlikely
603,65+,South East,Male,£60k-£80k,Very unlikely
604,35-44,Wales,Male,£20k-£40k,Somewhat likely
605,65+,Yorkshire,Female,£60k-£80k,Somewhat unlikely
606,55-64,Wales,Male,£60k-£80k,Neutral
607,18-24,Wales,Female,Under £20k,Neutral
608,65+,North East,Female,£40k-£60k,Somewhat unlikely
609,45-54,Yorkshire,Female,Under £20k,Somewhat unlikely
610,45-54,Wales,Female,£40k-£60k,Very unlikely
611,55-64,West Midlands,Male,£60k-£80k,Very unlikely
612,45-54,North East,Male,£40k-£60k,Neutral
613,55-64,South West,Female,£60k-£80k,Very unlikely
614,65+,London,Male,£60k-£80k,Very likely
615,25-34,East Midlands,Male,£60k-£80k,Somewhat likely
616,65+,South West,Female,£40k-£60k,Neutral
617,35-44,South East,Female,£40k-£60k,Very likely
618,65+,Wales,Male,£60k-£80k,Very unlikely
619,65+,Northern Ireland,Female,£60k-£80k,Very unlikely
620,65+,South East,Male,£60k-£80k,Somewhat likely
621,55-64,North West,Female,£60k-£80k,Very likely
622,65+,Yorkshire,Female,£60k-£80k,Very unlikely
623,45-54,South East,Male,Under £20k,Somewhat unlikely
624,18-24,South East,Male,£40k-£60k,Somewhat likely
625,25-34,Wales,Other,£20k-£40k,Very likely
626,55-64,London,Female,£20k-£40k,Somewhat unlikely
627,65+,North West,Female,£20k-£40k,Very unlikely
628,55-64,Wales,Male,£20k-£40k,Somewhat likely
629,18-24,South West,Female,£80k+,Somewhat unlikely
630,35-44,West Midlands,Male,£20k-£40k,Somewhat likely
631,65+,South East,Male,£80k+,Very unlikely
632,55-64,North East,Female,Under £20k,Very unlikely
633,65+,North East,Male,£80k+,Somewhat unlikely
634,65+,West Midlands,Male,Under £20k,Very unlikely
635,25-34,East Midlands,Male,£20k-£40k,Neutral
636,55-64,South East,Female,Under £20k,Very unlikely
637,35-44,South West,Male,£80k+,Somewhat likely
638,55-64,Wales,Male,£60k-£80k,Very unlikely
639,18-24,London,Female,Under £20k,Somewhat likely
640,18-24,London,Female,£60k-£80k,Neutral
641,65+,Northern Ireland,Female,£60k-£80k,Somewhat unlikely
642,45-54,South East,Female,£80k+,Somewhat unlikely
643,35-44,South East,Male,£80k+,Very unlikely
644,25-34,East of England,Male,£80k+,Neutral
645,65+,Wales,Female,£40k-£60k,Very unlikely
646,65+,North West,Male,Under £20k,Very unlikely
647,18-24,East Midlands,Female,Under £20k,Neutral
648,65+,Wales,Female,Under £20k,Very likely
649,25-34,Northern Ireland,Male,£60k-£80k,Very unlikely
650,55-64,East of England,Female,£40k-£60k,Somewhat likely
651,25-34,Northern Ireland,Female,£40k-£60k,Somewhat unlikely
652,18-24,London,Male,£60k-£80k,Somewhat likely
653,18-24,North East,Female,£80k+,Somewhat unlikely
654,45-54,East Midlands,Female,Under £20k,Neutral
655,55-64,South West,Male,£40k-£60k,Very unlikely
656,55-64,Wales,Female,£20k-£40k,Very unlikely
657,18-24,London,Female,Under £20k,Somewhat likely
658,45-54,Yorkshire,Male,£20k-£40k,Somewhat likely
659,18-24,East of England,Female,£60k-£80k,Somewhat likely
660,25-34,West Midlands,Female,£40k-£60k,Somewhat likely
661,18-24,Scotland,Male,£80k+,Somewhat unlikely
662,18-24,South West,Male,£80k+,Very unlikely
663,45-54,South East,Female,£40k-£60k,Very unlikely
664,35-44,Yorkshire,Male,£60k-£80k,Very likely
665,25-34,North East,Female,£40k-£60k,Somewhat unlikely
666,25-34,East Midlands,Male,£60k-£80k,Very unlikely
667,25-34,Northern Ireland,Female,£20k-£40k,Very likely
668,45-54,London,Male,£40k-£60k,Somewhat unlikely
669,65+,London,Female,Under £20k,Very unlikely
670,45-54,Northern Ireland,Female,Under £20k,Somewhat likely
671,25-34,West Midlands,Female,Under £20k,Very unlikely
672,25-34,Northern Ireland,Male,Under £20k,Very unlikely
673,55-64,West Midlands,Female,£40k-£60k,Somewhat unlikely
674,65+,South East,Female,£80k+,Somewhat likely
675,45-54,South East,Female,Under £20k,Neutral
676,25-34,North West,Male,£40k-£60k,Very unlikely
677,45-54,Northern Ireland,Female,£40k-£60k,Neutral
678,35-44,North West,Male,£20k-£40k,Very likely
679,55-64,South East,Male,£20k-£40k,Somewhat unlikely
680,35-44,West Midlands,Male,£40k-£60k,Very unlikely
681,25-34,East Midlands,Male,£40k-£60k,Very unlikely
682,18-24,South West,Female,£40k-£60k,Very unlikely
683,65+,Scotland,Male,£40k-£60k,Somewhat likely
684,65+,North West,Other,£60k-£80k,Somewhat unlikely
685,65+,North East,Male,£20k-£40k,Very likely
686,45-54,East Midlands,Female,£80k+,Somewhat likely
687,45-54,South East,Female,£20k-£40k,Very likely
688,18-24,North West,Male,£60k-£80k,Neutral
689,65+,Wales,Male,£80k+,Neutral
690,18-24,London,Other,£20k-£40k,Very unlikely
691,45-54,South West,Male,£40k-£60k,Somewhat likely
692,45-54,London,Male,£80k+,Neutral
693,65+,West Midlands,Female,£60k-£80k,Very unlikely
694,25-34,Yorkshire,Male,£20k-£40k,Somewhat likely
695,45-54,South West,Male,£80k+,Somewhat unlikely
696,65+,North East,Female,£80k+,Somewhat unlikely
697,18-24,North East,Male,£60k-£80k,Somewhat likely
698,55-64,North West,Female,£80k+,Very unlikely
699,45-54,Northern Ireland,Male,£80k+,Very unlikely
700,35-44,Scotland,Female,£60k-£80k,Somewhat likely
701,18-24,Yorkshire,Female,Under £20k,Very unlikely
702,35-44,London,Female,£60k-£80k,Neutral
703,55-64,North West,Other,Under £20k,Neutral
704,25-34,North East,Female,Under £20k,Somewhat unlikely
705,25-34,Scotland,Female,£60k-£80k,Somewhat likely
706,25-34,South West,Male,£40k-£60k,Somewhat unlikely
707,65+,Yorkshire,Female,Under £20k,Very unlikely
708,35-44,Scotland,Female,£80k+,Very unlikely
709,45-54,East of England,Male,£60k-£80k,Very likely
710,18-24,North West,Female,Under £20k,Neutral
711,18-24,Yorkshire,Female,£20k-£40k,Very unlikely
712,35-44,Northern Ireland,Male,£40k-£60k,Very likely
713,25-34,Scotland,Female,£20k-£40k,Somewhat unlikely
714,55-64,Yorkshire,Other,£40k-£60k,Very unlikely
715,65+,West Midlands,Female,£40k-£60k,Somewhat unlikely
716,25-34,South West,Female,£60k-£80k,Somewhat unlikely
717,45-54,Wales,Male,£80k+,Somewhat unlikely
718,55-64,Yorkshire,Male,£80k+,Very unlikely
719,45-54,North East,Female,£40k-£60k,Somewhat likely
720,65+,London,Female,£80k+,Somewhat unlikely
721,55-64,London,Male,£40k-£60k,Very unlikely
722,55-64,North West,Female,Under £20k,Very unlikely
723,25-34,Yorkshire,Female,£20k-£40k,Somewhat likely
724,35-44,South West,Female,Under £20k,Somewhat unlikely
725,65+,Wales,Female,£40k-£60k,Somewhat unlikely
726,35-44,North West,Male,Under £20k,Somewhat likely
727,18-24,Northern Ireland,Male,£60k-£80k,Neutral
728,45-54,South West,Female,£60k-£80k,Very unlikely
729,35-44,East of England,Male,£60k-£80k,Somewhat unlikely
730,55-64,Wales,Female,£20k-£40k,Somewhat likely
731,18-24,London,Male,£40k-£60k,Somewhat likely
732,18-24,South East,Male,£60k-£80k,Somewhat likely
733,18-24,East of England,Female,Under £20k,Neutral
734,55-64,East Midlands,Female,£60k-£80k,Very unlikely
735,25-34,Scotland,Female,£20k-£40k,Very likely
736,35-44,North West,Other,£60k-£80k,Somewhat unlikely
737,65+,Northern Ireland,Female,£40k-£60k,Somewhat unlikely
738,18-24,London,Male,£80k+,Very unlikely
739,25-34,London,Male,£60k-£80k,Very likely
740,65+,Wales,Female,£20k-£40k,Somewhat likely
741,25-34,South West,Female,Under £20k,Somewhat likely
742,18-24,North East,Female,£60k-£80k,Neutral
743,65+,North East,Male,£80k+,Somewhat unlikely
744,35-44,West Midlands,Male,£60k-£80k,Very likely
745,45-54,East Midlands,Male,£40k-£60k,Somewhat unlikely
746,25-34,Northern Ireland,Female,Under £20k,Somewhat unlikely
747,55-64,West Midlands,Other,£80k+,Neutral
748,18-24,West Midlands,Female,£60k-£80k,Very unlikely
749,65+,East Midlands,Female,£20k-£40k,Somewhat unlikely
750,18-24,West Midlands,Female,Under £20k,Neutral
751,55-64,Scotland,Female,£80k+,Somewhat likely
752,45-54,South West,Female,£20k-£40k,Very unlikely
753,25-34,South West,Male,Under £20k,Very unlikely
754,45-54,North West,Other,£20k-£40k,Very unlikely
755,35-44,Yorkshire,Female,Under £20k,Very likely
756,55-64,West Midlands,Female,£40k-£60k,Somewhat unlikely
757,18-24,Northern Ireland,Female,£80k+,Somewhat unlikely
758,18-24,West Midlands,Male,£80k+,Somewhat unlikely
759,18-24,South East,Female,Under £20k,Somewhat unlikely
760,55-64,Yorkshire,Female,£40k-£60k,Neutral
761,45-54,Scotland,Female,Under £20k,Somewhat likely
762,45-54,South West,Female,£60k-£80k,Very likely
763,35-44,Northern Ireland,Male,£60k-£80k,Very unlikely
764,35-44,London,Male,£40k-£60k,Somewhat likely
765,45-54,Northern Ireland,Female,£20k-£40k,Somewhat likely
766,65+,East Midlands,Female,£40k-£60k,Neutral
767,45-54,Scotland,Female,£20k-£40k,Neutral
768,45-54,Northern Ireland,Female,£80k+,Very unlikely
769,18-24,East of England,Female,Under £20k,Neutral
770,55-64,West Midlands,Male,£80k+,Very unlikely
771,18-24,South West,Male,£20k-£40k,Very unlikely
772,25-34,London,Male,£40k-£60k,Neutral
773,35-44,Yorkshire,Female,£80k+,Somewhat likely
774,18-24,Wales,Male,£40k-£60k,Neutral
775,45-54,South West,Other,£60k-£80k,Somewhat unlikely
776,35-44,Yorkshire,Male,£40k-£60k,Somewhat unlikely
777,65+,South East,Male,£60k-£80k,Very likely
778,55-64,North West,Female,£20k-£40k,Very unlikely
779,35-44,Wales,Male,Under £20k,Very unlikely
780,65+,London,Male,£20k-£40k,Very unlikely
781,55-64,London,Male,£80k+,Very unlikely
782,35-44,Northern Ireland,Other,£40k-£60k,Neutral
783,45-54,Yorkshire,Male,£20k-£40k,Neutral
784,65+,East of England,Female,£60k-£80k,Very unlikely
785,18-24,East of England,Other,£40k-£60k,Somewhat unlikely
786,55-64,Scotland,Male,Under £20k,Somewhat unlikely
787,35-44,North East,Female,£40k-£60k,Somewhat likely
788,65+,Wales,Male,£20k-£40k,Somewhat unlikely
789,25-34,London,Female,£80k+,Somewhat likely
790,35-44,Wales,Male,Under £20k,Somewhat unlikely
791,35-44,North East,Female,£60k-£80k,Somewhat likely
792,18-24,Scotland,Female,£80k+,Very unlikely
793,35-44,Northern Ireland,Female,£80k+,Somewhat unlikely
794,45-54,Wales,Male,£40k-£60k,Very unlikely
795,65+,East of England,Male,Under £20k,Somewhat unlikely
796,65+,North East,Female,£80k+,Very unlikely
797,25-34,Wales,Female,Under £20k,Somewhat likely
798,25-34,Northern Ireland,Female,£60k-£80k,Somewhat unlikely
799,35-44,Yorkshire,Male,£40k-£60k,Neutral
800,18-24,East Midlands,Male,£80k+,Somewhat unlikely
801,55-64,South East,Male,£20k-£40k,Somewhat unlikely
802,65+,West Midlands,Female,£60k-£80k,Somewhat likely
803,25-34,South West,Other,£40k-£60k,Somewhat likely
804,55-64,East Midlands,Male,£20k-£40k,Very unlikely
805,45-54,Yorkshire,Female,£20k-£40k,Neutral
806,18-24,London,Male,£20k-£40k,Somewhat unlikely
807,25-34,Scotland,Female,£60k-£80k,Somewhat unlikely
808,18-24,South West,Female,£60k-£80k,Neutral
809,45-54,West Midlands,Male,£80k+,Somewhat likely
810,35-44,London,Female,£80k+,Very likely
811,65+,London,Female,£20k-£40k,Neutral
812,35-44,North East,Male,£60k-£80k,Neutral
813,35-44,South West,Male,Under £20k,Somewhat likely
814,35-44,East Midlands,Female,£80k+,Neutral
815,45-54,Wales,Other,£40k-£60k,Very unlikely
816,45-54,Yorkshire,Female,£20k-£40k,Very unlikely
817,45-54,London,Male,£20k-£40k,Somewhat likely
818,18-24,Scotland,Female,Under £20k,Neutral
819,65+,London,Male,£40k-£60k,Very unlikely
820,55-64,London,Female,Under £20k,Somewhat unlikely
821,65+,London,Male,Under £20k,Somewhat unlikely
822,45-54,South East,Female,£60k-£80k,Somewhat unlikely
823,25-34,Northern Ireland,Female,Under £20k,Somewhat likely
824,65+,South East,Female,£40k-£60k,Very unlikely
825,65+,South West,Male,Under £20k,Somewhat unlikely
826,55-64,South East,Male,Under £20k,Somewhat unlikely
827,55-64,North West,Female,£80k+,Very unlikely
828,35-44,Northern Ireland,Male,£20k-£40k,Very likely
829,45-54,North West,Female,£60k-£80k,Neutral
830,18-24,London,Female,Under £20k,Very unlikely
831,65+,East Midlands,Male,Under £20k,Very unlikely
832,18-24,Northern Ireland,Female,£40k-£60k,Somewhat unlikely
833,45-54,North East,Male,Under £20k,Very likely
834,25-34,London,Female,£40k-£60k,Somewhat unlikely
835,35-44,West Midlands,Female,Under £20k,Very unlikely
836,18-24,London,Female,£20k-£40k,Somewhat likely
837,45-54,Scotland,Male,Under £20k,Neutral
838,35-44,South West,Male,£60k-£80k,Very unlikely
839,35-44,West Midlands,Female,£60k-£80k,Somewhat unlikely
840,65+,South West,Male,Under £20k,Very unlikely
841,25-34,South East,Male,£80k+,Somewhat likely
842,55-64,Wales,Male,£80k+,Somewhat unlikely
843,35-44,Scotland,Male,£20k-£40k,Neutral
844,45-54,South East,Female,£60k-£80k,Very likely
845,35-44,Wales,Male,£80k+,Somewhat unlikely
846,55-64,Northern Ireland,Female,£40k-£60k,Somewhat unlikely
847,65+,Northern Ireland,Female,£60k-£80k,Very unlikely
848,25-34,East Midlands,Male,£60k-£80k,Very likely
849,55-64,Scotland,Male,£20k-£40k,Somewhat unlikely
850,45-54,East Midlands,Female,Under £20k,Very unlikely
851,35-44,North West,Male,£40k-£60k,Very likely
852,25-34,East of England,Female,£60k-£80k,Somewhat unlikely
853,18-24,East Midlands,Male,£80k+,Neutral
854,45-54,East Midlands,Male,£60k-£80k,Very unlikely
855,18-24,South East,Male,Under £20k,Neutral
856,18-24,South East,Female,£80k+,Somewhat unlikely
857,55-64,East of England,Male,£60k-£80k,Very unlikely
858,35-44,London,Female,£60k-£80k,Somewhat likely
859,55-64,Scotland,Male,£40k-£60k,Very unlikely
860,18-24,South East,Female,£20k-£40k,Very likely
861,35-44,Wales,Other,£40k-£60k,Neutral
862,35-44,Northern Ireland,Male,£20k-£40k,Neutral
863,65+,Northern Ireland,Female,Under £20k,Neutral
864,25-34,North West,Male,£60k-£80k,Somewhat likely
865,25-34,Northern Ireland,Male,£60k-£80k,Very likely
866,65+,Wales,Female,£60k-£80k,Somewhat unlikely
867,55-64,East of England,Male,£60k-£80k,Very likely
868,65+,London,Female,£60k-£80k,Very unlikely
869,45-54,East of England,Female,£20k-£40k,Somewhat unlikely
870,25-34,Northern Ireland,Female,Under £20k,Somewhat likely
871,55-64,Scotland,Female,£80k+,Very unlikely
872,45-54,Scotland,Female,£20k-£40k,Somewhat likely
873,35-44,North East,Male,£20k-£40k,Very likely
874,55-64,Northern Ireland,Female,£80k+,Neutral
875,65+,East of England,Female,£80k+,Very unlikely
876,25-34,North West,Female,£40k-£60k,Somewhat unlikely
877,65+,South West,Other,£20k-£40k,Somewhat unlikely
878,65+,Wales,Male,Under £20k,Very unlikely
879,55-64,East Midlands,Female,£60k-£80k,Very unlikely
880,55-64,North East,Female,£60k-£80k,Very unlikely
881,55-64,South East,Male,£20k-£40k,Very likely
882,18-24,North West,Male,£20k-£40k,Very unlikely
883,65+,North East,Male,Under £20k,Very unlikely
884,35-44,North West,Female,Under £20k,Somewhat likely
885,45-54,South East,Female,£80k+,Very unlikely
886,65+,Wales,Female,£20k-£40k,Somewhat unlikely
887,65+,North East,Female,Under £20k,Very unlikely
888,45-54,West Midlands,Female,£40k-£60k,Very unlikely
889,18-24,London,Female,£20k-£40k,Somewhat unlikely
890,45-54,North West,Female,£40k-£60k,Very unlikely
891,55-64,Northern Ireland,Female,£20k-£40k,Neutral
892,25-34,Wales,Male,£20k-£40k,Somewhat unlikely
893,18-24,West Midlands,Male,£40k-£60k,Somewhat unlikely
894,25-34,South West,Female,£40k-£60k,Very likely
895,45-54,Northern Ireland,Female,Under £20k,Somewhat likely
896,35-44,Scotland,Male,£80k+,Very unlikely
897,35-44,East Midlands,Female,£80k+,Somewhat likely
898,65+,Yorkshire,Female,£20k-£40k,Somewhat unlikely
899,55-64,South West,Male,£80k+,Somewhat unlikely
900,35-44,North West,Female,£40k-£60k,Somewhat likely
901,35-44,North West,Female,£80k+,Neutral
902,55-64,Wales,Male,£40k-£60k,Somewhat unlikely
903,65+,Scotland,Female,£20k-£40k,Very unlikely
904,65+,Yorkshire,Male,Under £20k,Somewhat unlikely
905,55-64,Northern Ireland,Male,£80k+,Very unlikely
906,35-44,East of England,Female,£60k-£80k,Neutral
907,35-44,Wales,Male,£80k+,Very likely
908,18-24,South West,Other,£80k+,Neutral
909,65+,South East,Male,£20k-£40k,Very unlikely
910,45-54,South East,Male,£60k-£80k,Somewhat unlikely
911,18-24,Northern Ireland,Female,Under £20k,Neutral
912,35-44,London,Male,Under £20k,Very likely
913,35-44,East of England,Male,£20k-£40k,Very unlikely
914,45-54,West Midlands,Male,£60k-£80k,Neutral
915,18-24,West Midlands,Female,£80k+,Very likely
916,65+,Scotland,Male,£80k+,Very likely
917,18-24,Yorkshire,Female,Under £20k,Neutral
918,65+,North East,Female,£40k-£60k,Very unlikely
919,45-54,West Midlands,Male,Under £20k,Neutral
920,55-64,North West,Male,£60k-£80k,Very unlikely
921,55-64,North East,Other,£20k-£40k,Neutral
922,65+,Wales,Male,Under £20k,Very unlikely
923,55-64,South West,Male,Under £20k,Somewhat unlikely
924,45-54,East of England,Female,Under £20k,Somewhat likely
925,65+,Northern Ireland,Female,£40k-£60k,Neutral
926,65+,East of England,Male,£20k-£40k,Neutral
927,35-44,North West,Male,£80k+,Very unlikely
928,55-64,East Midlands,Female,Under £20k,Neutral
929,18-24,North East,Male,£80k+,Neutral
930,35-44,Yorkshire,Male,£20k-£40k,Very likely
931,55-64,South East,Female,£40k-£60k,Somewhat unlikely
932,35-44,Scotland,Female,£80k+,Very likely
933,55-64,Yorkshire,Female,£60k-£80k,Somewhat likely
934,35-44,North West,Female,£60k-£80k,Somewhat likely
935,35-44,South West,Female,£40k-£60k,Very unlikely
936,45-54,East Midlands,Male,£40k-£60k,Neutral
937,18-24,South West,Female,Under £20k,Very unlikely
938,25-34,East of England,Male,Under £20k,Somewhat unlikely
939,18-24,East of England,Female,£80k+,Somewhat unlikely
940,55-64,North West,Female,£80k+,Neutral
941,55-64,East Midlands,Female,£20k-£40k,Neutral
942,25-34,Scotland,Female,£40k-£60k,Very likely
943,55-64,East of England,Male,£40k-£60k,Somewhat unlikely
944,65+,North West,Female,£80k+,Very unlikely
945,55-64,South West,Male,£20k-£40k,Somewhat unlikely
946,55-64,Wales,Female,£20k-£40k,Very unlikely
947,45-54,Yorkshire,Male,£60k-£80k,Somewhat likely
948,35-44,Yorkshire,Male,£20k-£40k,Neutral
949,35-44,West Midlands,Male,£60k-£80k,Very unlikely
950,18-24,Wales,Male,£80k+,Somewhat unlikely
951,35-44,Northern Ireland,Male,£80k+,Neutral
952,45-54,Wales,Male,£80k+,Somewhat unlikely
953,18-24,East of England,Male,£20k-£40k,Neutral
954,35-44,Yorkshire,Female,£60k-£80k,Very unlikely
955,18-24,East of England,Female,£60k-£80k,Somewhat likely
956,18-24,East of England,Female,£20k-£40k,Somewhat likely
957,25-34,Yorkshire,Female,Under £20k,Neutral
958,45-54,Yorkshire,Female,£60k-£80k,Somewhat unlikely
959,45-54,North West,Female,£60k-£80k,Very likely
960,18-24,South West,Female,£20k-£40k,Somewhat likely
961,55-64,London,Female,£20k-£40k,Very likely
962,35-44,South West,Female,£60k-£80k,Neutral
963,55-64,Wales,Male,£40k-£60k,Very unlikely
964,25-34,East Midlands,Female,£60k-£80k,Very unlikely
965,25-34,North West,Female,£80k+,Very likely
966,55-64,South West,Female,£80k+,Neutral
967,65+,Wales,Male,£60k-£80k,Very unlikely
968,18-24,North West,Male,£20k-£40k,Somewhat likely
969,25-34,East of England,Female,£80k+,Neutral
970,25-34,Scotland,Male,£60k-£80k,Very unlikely
971,55-64,London,Female,£80k+,Somewhat unlikely
972,18-24,South East,Female,£20k-£40k,Very unlikely
973,55-64,London,Female,£60k-£80k,Somewhat unlikely
974,35-44,London,Female,£60k-£80k,Somewhat likely
975,45-54,West Midlands,Male,£80k+,Very likely
976,25-34,North East,Male,£20k-£40k,Very unlikely
977,18-24,North East,Female,£80k+,Neutral
978,25-34,London,Female,Under £20k,Neutral
979,18-24,East of England,Male,£20k-£40k,Somewhat unlikely
980,35-44,West Midlands,Male,£20k-£40k,Somewhat likely
981,55-64,North East,Male,£80k+,Somewhat unlikely
982,35-44,Scotland,Male,£60k-£80k,Somewhat unlikely
983,45-54,East of England,Female,£60k-£80k,Somewhat likely
984,55-64,East of England,Female,£40k-£60k,Somewhat unlikely
985,65+,West Midlands,Female,Under £20k,Very unlikely
986,45-54,Northern Ireland,Female,Under £20k,Somewhat likely
987,45-54,Yorkshire,Female,£80k+,Somewhat unlikely
988,65+,London,Male,Under £20k,Very unlikely
989,25-34,East Midlands,Female,£60k-£80k,Very likely
990,35-44,North West,Male,£80k+,Very likely
991,45-54,West Midlands,Female,£80k+,Somewhat likely
992,55-64,London,Female,£20k-£40k,Somewhat unlikely
993,45-54,London,Male,£80k+,Somewhat likely
994,18-24,Scotland,Female,£20k-£40k,Somewhat unlikely
995,65+,London,Male,Under £20k,Very unlikely
996,18-24,North East,Female,£40k-£60k,Somewhat unlikely
997,45-54,Scotland,Male,Under £20k,Somewhat unlikely
998,18-24,South East,Female,£80k+,Very unlikely
999,35-44,Yorkshire,Other,£40k-£60k,Somewhat likely
1000,25-34,East Midlands,Female,£80k+,Very likely
1001,25-34,West Midlands,Female,£80k+,Very likely
1002,35-44,Yorkshire,Female,£80k+,Very unlikely
1003,55-64,Scotland,Male,£60k-£80k,Very unlikely
1004,55-64,East Midlands,Female,£40k-£60k,Very unlikely
1005,45-54,Wales,Male,£80k+,Very unlikely
1006,45-54,South East,Male,£60k-£80k,Somewhat unlikely
1007,25-34,Wales,Female,£40k-£60k,Somewhat likely
1008,35-44,East of England,Female,£40k-£60k,Somewhat likely
1009,18-24,West Midlands,Female,£40k-£60k,Very likely
